,Tweets
4120,"Democratic Sen. Joe Manchin has announced he will vote against Neera Tanden, President Biden's nominee for the director of the Office of Management and Budget, which will make it difficult for her to be confirmed given GOP resistance to her nomination https://t.co/GEUQj3x2qE"
4121,The UK Supreme Court has ruled that Uber must classify its drivers as workers and not independent contractors https://t.co/stHV7vsetx
4122,"In an unexpected move, the Biden administration says the US is willing to sit down for talks with Iran and the countries still part of the nuclear deal https://t.co/DoT4Lx7jNZ"
4123,The Department of Health and Human Services has declared a public health emergency in Texas following the brutal winter storms that pounded the state https://t.co/JNXNsprtn4
4124,"President Biden will unveil a $2 billion US contribution to a global coronavirus vaccine initiative on a call with G7 leaders on Friday, sources say https://t.co/RoFzLQ8n1I"
4125,"NASA’s Perseverance rover safely lands on Mars after a 292.5 million-mile journey from Earth, in search of signs of ancient life on the red planet https://t.co/eFCC4UJ82I"
4126,"Facing criticism for flying to Mexico while his state grapples with severe weather, Sen. Ted Cruz says he went because his daughters asked for a trip https://t.co/Qp85MYc24z"
4127,"Bob Dole, the former US senator and 1996 Republican presidential nominee, says he will be treated for an advanced form of lung cancer https://t.co/A73nOqDk0p"
4128,"Another 861,000 workers filed for unemployment benefits for the first time last week, according to seasonally adjusted data. That's nearly 100,000 more claims than economists had predicted. https://t.co/AkS596qM2R"
4129,The White House announced a sweeping immigration bill Thursday that would create an eight-year path to citizenship for millions of immigrants already in the country and provide a faster track for undocumented immigrants brought to the US as children https://t.co/VwlfYp3Tse
4130,"US life expectancy dropped a full year in the first half of 2020, but even more for Black and Hispanic Americans, preliminary CDC data shows https://t.co/EmQIPffjZ6"
4131,The US attorney's office in Brooklyn and the FBI are scrutinizing the Cuomo administration's handling of data surrounding Covid nursing home deaths in New York state https://t.co/POlW2RTyIY
4132,"President Biden is expected to nominate Chiquita Brooks-LaSure to lead the Centers for Medicare and Medicaid Services, sources say https://t.co/TwEPnYbl7Y"
4133,The Houston Health Department in Texas will close coronavirus vaccination sites on Thursday due to the winter weather https://t.co/bsbM0ELbWM
4134,The New Jersey Attorney General's Office is investigating after video footage shows multiple police officers assaulting a Muslim Arab American teenager https://t.co/Jt7fGCKisg
4135,"New studies suggest that Pfizer and Moderna's vaccines should protect against concerning new Covid-19 variants, including one first seen in South Africa https://t.co/NRcyH4n4zL"
4136,"President Joe Biden has spoken with his Israeli counterpart Benjamin Netanyahu, ending what had been a lengthy stretch without a call after Biden took office https://t.co/Xn8uoGc1Xx"
4137,"Texas customers could experience outages in hour-long intervals by today or tomorrow, officials say https://t.co/glYVaaeE2V"
4138,Facebook has announced that people and publishers in Australia cannot share and view news from local and international outlets. It is a response to proposed legislation in Australia that would force tech platforms to pay news publishers for content. https://t.co/mwpt5LsCcL
4139,"Federal prosecutors charged three North Korean hackers with conspiring to steal more than $1.3 billion from banks and companies around the world, the Justice Department has announced https://t.co/ZnqnbCdxeg"
4140,Rush Limbaugh has died at age 70. The conservative talk-radio pioneer began treatment for lung cancer just over a year ago. https://t.co/hRrqAfZp2m
4141,"The UK's Prince Philip, Queen Elizabeth's 99-year-old husband, has gone to the hospital as a precautionary measure, officials say https://t.co/rx61GB23tG"
4142,"US retail sales grew 5.3% last month, the Commerce Department says, marking their first increase since September https://t.co/lwGgaYe0cs"
4143,"A US Navy warship sailed by islands claimed by China in the South China Sea on Wednesday, the second such sailing in as many weeks, as the Biden administration steps up the US' military presence in the disputed waters https://t.co/Opi9u7t8Uo"
4144,"At a CNN town hall, President Biden says he hopes by next Christmas, there will be significantly fewer people needing to socially distance. Follow live. https://t.co/4esozJ7OEU"
4145,"After spending weeks in the shadow of Trump's trial, Biden brings his Covid-19 relief plan to the public in his first town hall as President. Follow live updates. https://t.co/lpKP75GpaN"
4146,"President Joe Biden is working to ""recalibrate"" the American relationship with Saudi Arabia and plans to communicate with Saudi King Salman bin Abdulaziz Al-Saud instead of Crown Prince Mohammed bin Salman https://t.co/rLpLxG0FQH"
4147,The United Kingdom will call for ceasefires across the globe in order for people living in conflict zones to be vaccinated against Covid-19 https://t.co/pbSmEf07OC
4148,"The Biden administration, in concert with Hill Democrats, is preparing to unveil legislation this week that seeks to provide a pathway to citizenship to the 11 million undocumented immigrants living in the United States https://t.co/yMm0NorJb7"
4149,"The Biden administration announced it has approved a possible $197 million sale of missiles to Egypt, just days after the Egyptian government is said to have detained family members of a US-based Egyptian American human rights activist https://t.co/6szLlQhFVs"
4150,"Houston's mayor says he expects 400,000 households to get power restored today https://t.co/H0KgOTAtL0"
4151,"Mexico's foreign minister says the Mexican delegation to the United Nations will file a complaint at the UN Security Council tomorrow concerning the ""inequality"" and ""inequity"" that he says impede vaccine access https://t.co/eLUzw6Gc9q"
4152,"The Manhattan DA's office drops the misdemeanor criminal charge against Amy Cooper, the White woman who called police on a Black man in Central Park last May, citing her participation in a racial bias education program https://t.co/mc3ltYOrIc"
4153,"A lawsuit accuses Trump and Giuliani of conspiring with far-right groups, citing a post-Civil War law used to fight KKK violence https://t.co/zezFhwx6Zh"
4154,"The National Weather Center warns that ""another bout of significant winter weather"" is expected to hit parts of the South, the Mississippi Valley and the Ohio Valley today through Thursday. Follow live updates on severe weather in the US: https://t.co/me6WkngBVo"
4155,"Marriott International president and CEO Arne Sorenson has died following a nearly two-year battle with pancreatic cancer, the hotel chain announces https://t.co/9dAylIdmmP"
4156,"Search and rescue teams are heading to Brunswick County, North Carolina to help find missing people after a tornado ripped through the area, leaving a trail of damage early Tuesday morning https://t.co/15laVt1w51"
4157,"The North Carolina GOP censured Sen. Richard Burr after he voted to convict Trump, who was acquitted of inciting an insurrection
https://t.co/fKLB0vqEgA"
4158,"Former NFL wide receiver Vincent Jackson was found dead in a hotel room in Brandon, Florida, officials say. He was 38.
https://t.co/lbAmC4NtAg"
4159,"A civilian contractor was killed and a US service member injured when rocket fire landed on coalition forces near Erbil International Airport in Iraq, a coalition spokesman says
https://t.co/51cVCaHf2p"
4160,"A group of governors raised alarm in a letter to President Biden over confusion about the CDC's distribution of Covid vaccines and requested better coordination with the agency
https://t.co/hoNAYVEWrg"
4161,"House Speaker Pelosi announces plans for a ""9/11-type commission"" to look in to the January 6 attack on the Capitol
https://t.co/ADJob2nbl6"
4162,"The winter weather has forced the largest US oil refinery, in Port Arthur, Texas, to shut down. It will reopen ""as soon as it is safe to do so.""
https://t.co/V1NZP6hXJr"
4163,"About 90-95% of households in Galveston, Texas, are without power because of the winter storm, the city says
https://t.co/T7e4vaEWO5"
4164,"Social network Parler came back online Monday a month after it was suspended by Amazon Web Services and effectively driven offline
https://t.co/4I7w7XCC6I"
4165,"A tornado watch has been issued for part of the US Gulf Coast, including southeast Alabama, southwest Georgia and the Florida Panhandle
https://t.co/pDBZoxRHdo"
4166,"The winter weather outbreak is bringing many cities in the central US — including Oklahoma City, Dallas and Kansas City, Missouri — temperatures lower than at any point since the 1980s
https://t.co/s3PcIB4JRh"
4167,"Dallas/Fort Worth International airport has halted inbound flights and Austin-Bergstrom International has closed for the day, two of the latest in a string of airports impacted by a historic winter storm bearing down on Texas. Follow live updates: https://t.co/sKIwtywHtx"
4168,"Michael McDowell won the 63rd annual Daytona 500 in Daytona Beach, Florida https://t.co/BZEnDVQM7b"
4169,"Prince Harry and Meghan, the Duchess of Sussex, are expecting their second child, a spokesperson says
https://t.co/O0rKvFGfFf"
